text,x,y,width,paragraph_height,para_line_count,Avg_line_height,file_name
"Title of each class Trading Symbol(s) Name of each exchange on which registered Common Stock, par value $0.01 MET New York Stock Exchange",94.59999847,333.7659912,457.8500061,26.95001221,2,13.4750061,Sample documents\2023-metlife-annual-report_web
"Floating Rate Non-Cumulative Preferred Stock, Series A, par  MET PRA New York Stock Exchange",53.95000076,360.7160034,514.3499756,10.79901123,1,10.79901123,Sample documents\2023-metlife-annual-report_web
value $0.01,123.5500031,371.5150146,444.75,8.04901123,1,8.04901123,Sample documents\2023-metlife-annual-report_web
"Depositary Shares, each representing a 1/1,000th interest in a  MET PRE New York Stock Exchange",54.25,379.5639954,514.0499878,10.49899292,1,10.49899292,Sample documents\2023-metlife-annual-report_web
"share of 5.625% Non-Cumulative Preferred Stock, Series E",56.65000153,390.0629883,511.6499939,8.04901123,1,8.04901123,Sample documents\2023-metlife-annual-report_web
"Depositary Shares, each representing a 1/1,000th interest in a  MET PRF New York Stock Exchange",54.25,398.1119995,514.0499878,11.24899292,1,11.24899292,Sample documents\2023-metlife-annual-report_web
"share of 4.75% Non-Cumulative Preferred Stock, Series F",58.59999847,409.3609924,509.6999817,8.04901123,1,8.04901123,Sample documents\2023-metlife-annual-report_web
Securities registered pursuant to Section 12(g) of the Act:,225.3999939,417.4100037,342.8999939,13.64898682,1,13.64898682,Sample documents\2023-metlife-annual-report_web
"5.875% Fixed-to-Floating Rate Non-Cumulative Preferred Stock, Series D, par value $0.01 3.850% Fixed Rate Reset Non-Cumulative Preferred Stock, Series G, par value $0.01",178.1999969,431.0589905,267.4500122,34.05001831,2,17.02500916,Sample documents\2023-metlife-annual-report_web
"Indicate by check mark if the registrant is a well-known seasoned issuer, as defined in Rule 405 of the Securities Act. Yes þ No ¨ Indicate by check mark if the registrant is not required to file reports pursuant to Section 13 or 15(d) of the Act. Yes ¨ No þ",67.5,465.1090088,377.4500122,31.6499939,2,15.82499695,Sample documents\2023-metlife-annual-report_web
"Indicate by check mark whether the registrant: (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities Exchange Act of 1934 during the preceding 12 months (or for such shorter period that the registrant was required to file such reports), and (2) has been subject to such filing requirements for the past 90 days. Yes þ No ¨",49.5,496.7590027,513.7999878,19.69998169,2,9.849990845,Sample documents\2023-metlife-annual-report_web
Indicate by check mark whether the registrant has submitted electronically every Interactive Data File required to be submitted pursuant to Rule 405 of Regulation S-T (§ 232.405 of this chapter) during the preceding 12 months (or for such shorter period that the registrant was required to submit such files). Yes þ No ¨,49.5,516.4589844,492.7999878,19.64996338,2,9.824981689,Sample documents\2023-metlife-annual-report_web
"Indicate by check mark whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, a smaller reporting company, or an emerging growth company. See the definitions of “large accelerated filer,” “accelerated filer,” “smaller reporting company,” and “emerging growth company” in Rule 12b-2 of the Exchange Act.",49.5,536.1090088,506.5999756,19.25,2,9.625,Sample documents\2023-metlife-annual-report_web
Large accelerated filer þ Accelerated filer  ☐ Non-accelerated filer  ☐ Smaller reporting company ☐ Emerging growth company ☐,52.15000153,555.3590088,506.1499939,42.92297363,3,14.30765788,Sample documents\2023-metlife-annual-report_web
"If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ¨",49.5,598.2819824,516.4000244,18.64996338,2,9.324981689,Sample documents\2023-metlife-annual-report_web
Indicate by check mark whether the registrant has filed a report on and attestation to its management’s assessment of the effectiveness of its internal control over financial reporting under Section 404(b) of the Sarbanes-Oxley Act (15 U.S.C. 7262(b)) by the registered public accounting firm that prepared or issued its audit report. ☑,49.5,616.9320068,506.0499878,17.41094971,2,8.705474854,Sample documents\2023-metlife-annual-report_web
"If securities are registered pursuant to Section 12(b) of the Act, indicate by check mark whether the financial statements of the registrant included in the filing reflect the",67.5,634.3430176,500.7999878,8.098999023,1,8.098999023,Sample documents\2023-metlife-annual-report_web
correction of an error to previously issued financial statements. ¨,49.5,642.4420166,518.7999878,8.598999023,1,8.598999023,Sample documents\2023-metlife-annual-report_web
Indicate by check mark whether any of those error corrections are restatements that required a recovery analysis of incentive-based compensation received by any of the registrant’s executive officers during the relevant recovery period pursuant to §240.10D-1(b). ¨,49.5,651.0410156,500.9500122,16.09997559,2,8.049987793,Sample documents\2023-metlife-annual-report_web
Indicate by check mark whether the registrant is a shell company (as defined in Rule 12b-2 of the Exchange Act). Yes ☐ No þ,67.5,667.1409912,500.7999878,12.31097412,1,12.31097412,Sample documents\2023-metlife-annual-report_web
"The aggregate market value of the voting and non-voting common equity held by non-affiliates of the registrant at June 30, 2023 was approximately $42.8 billion. At February 8, 2024, 723,020,313 shares of the registrant’s common stock were outstanding.",67.5,679.4520264,463.2999878,22.59997559,2,11.29998779,Sample documents\2023-metlife-annual-report_web
DOCUMENTS INCORPORATED BY REFERENCE,219.6999969,702.052002,348.5999756,12.12402344,1,12.12402344,Sample documents\2023-metlife-annual-report_web
"Part III of this Form 10-K incorporates by reference certain information from the registrant’s definitive proxy statement for the Annual Meeting of Shareholders to be held on June 18, 2024, to be filed by the registrant with the Securities and Exchange Commission pursuant to Regulation 14A not later than 120 days after the year ended December 31, 2023.",49.5,56,513.7999878,25.20000458,3,8.400001526,Sample documents\2023-metlife-annual-report_web
Table of Contents,267.9500122,49.19900131,265.8999634,31.34900284,1,31.34900284,Sample documents\2023-metlife-annual-report_web
Page Part I,294.6499939,80.54799652,239.1999817,29.5,2,14.75,Sample documents\2023-metlife-annual-report_web
Item 1. Business 4 Item 1A. Risk Factors 29 Item 1B. Unresolved Staff Comments 42 Item 1C. Cybersecurity 43 Item 2. Properties 44 Item 3. Legal Proceedings 44 Item 4. Mine Safety Disclosures 44,67.5,110.0479965,463.1500244,100.0000076,7,14.28571538,Sample documents\2023-metlife-annual-report_web
Part II,292.8999939,210.0480042,240.9499817,22.54899597,1,22.54899597,Sample documents\2023-metlife-annual-report_web
"Item 5. Market  for  Registrant’s  Common  Equity,  Related  Stockholder  Matters  and  Issuer",67.5,232.5970001,466.3499756,14.19900513,1,14.19900513,Sample documents\2023-metlife-annual-report_web
Purchases of Equity Securities 45 Item 6. Reserved 46 Item 7. Management’s  Discussion  and  Analysis  of  Financial  Condition  and  Results  of,67.5,246.7960052,463.1500244,38.55000305,3,12.85000102,Sample documents\2023-metlife-annual-report_web
Operations 47 Item 7A. Quantitative and Qualitative Disclosures About Market Risk 124 Item 8. Financial Statements and Supplementary Data 129 Item 9. Changes  in  and  Disagreements  With  Accountants  on  Accounting  and  Financial,67.5,285.3460083,465.6500244,51.59997559,4,12.8999939,Sample documents\2023-metlife-annual-report_web
Disclosure 330 Item 9A. Controls and Procedures 330 Item 9B. Other Information 332 Item 9C.  Disclosure Regarding Foreign Jurisdictions that Prevent Inspections 332,67.5,336.9460144,465.6500244,51.6499939,4,12.91249847,Sample documents\2023-metlife-annual-report_web
Part III,291.1499939,388.5960083,242.6999817,23.29901123,1,23.29901123,Sample documents\2023-metlife-annual-report_web
"Item 10. Directors, Executive Officers and Corporate Governance 332 Item 11. Executive Compensation 333 Item 12. Security  Ownership  of  Certain  Beneficial  Owners  and  Management  and  Related",67.5,411.894989,465.6500244,43.30001831,3,14.43333944,Sample documents\2023-metlife-annual-report_web
"Stockholder Matters 333 Item 13. Certain Relationships and Related Transactions, and Director Independence 336 Item 14. Principal Accountant Fees and Services 337",67.5,455.1950073,465.6500244,38.54998779,3,12.84999593,Sample documents\2023-metlife-annual-report_web
Part IV,291.3999939,493.7449951,242.4499817,16.24899292,1,16.24899292,Sample documents\2023-metlife-annual-report_web
Item 15. Exhibits and Financial Statement Schedules 338 Item 16. Form 10-K Summary 338,67.5,509.993988,465.6500244,29.05001831,2,14.52500916,Sample documents\2023-metlife-annual-report_web
Exhibit Index 339 Signatures 348,67.5,539.0440063,465.6500244,37.45001221,2,18.7250061,Sample documents\2023-metlife-annual-report_web
"As used in this Form 10-K, “MetLife,” the “Company,” “we,” “our” and “us” refer to MetLife, Inc., a Delaware corporation incorporated in 1999, its subsidiaries and affiliates.",54,29,516.5,46.15000153,2,23.07500076,Sample documents\2023-metlife-annual-report_web
Note Regarding Forward-Looking Statements,54,75.15000153,532.75,18.1989975,1,18.1989975,Sample documents\2023-metlife-annual-report_web
"This  Annual  Report  on  Form  10-K,  including  Management’s  Discussion  and  Analysis  of  Financial  Condition  and Results of Operations, may contain or incorporate by reference information that includes or is based upon forward-looking statements within the meaning of the Private Securities Litigation Reform Act of 1995. Forward-looking statements give expectations or forecasts of future events and do not relate strictly to historical or current facts. They use words and terms such as “anticipate,” “are confident,” “assume,” “believe,” “continue,” “could,” “estimate,” “expect,” “if,” “intend,” “likely,” “may,” “plan,” “potential,” “project,” “should,” “will,” “would” and other words and terms of similar meaning or that are otherwise tied to future periods or future performance, in each case in all derivative forms. They include statements relating to  future  actions,  prospective  services  or  products,  future  performance  or  results  of  current  and  anticipated  services  or products, future sales efforts, future expenses, the outcome of contingencies such as legal proceedings, and future trends in operations and financial results.",54,93.34899902,514.25,129.1499939,10,12.91499939,Sample documents\2023-metlife-annual-report_web
"Many factors determine Company results, and they involve unpredictable risks and uncertainties. Our forward-looking statements depend on our assumptions, our expectations, and our understanding of the economic environment, but they may be inaccurate and may change. We do not guarantee any future performance. Our results could differ materially from those we express or imply in forward-looking statements. The risks, uncertainties and other factors identified in MetLife, Inc.’s filings with the U.S. Securities and Exchange Commission, and others, may cause such differences. These factors include:",54,222.4989929,515.75,68.95001221,5,13.79000244,Sample documents\2023-metlife-annual-report_web
"(1) economic condition difficulties, including risks relating to interest rates, credit spreads, declining equity or debt markets, real estate, obligors and counterparties, government default, currency exchange rates, derivatives, climate change, public health and terrorism and security;",54,291.4490051,513.9000244,41.94998169,3,13.98332723,Sample documents\2023-metlife-annual-report_web
(2) global capital and credit market adversity;,54,333.3989868,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
(3) credit facility inaccessibility;,54,351.8479919,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
(4) financial strength or credit ratings downgrades;,54,370.2969971,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"(5) unavailability, unaffordability, or inadequate reinsurance, including reinsurance risks that arise from reinsurers’ credit risk, and the potential shortfall or failure of risk mitigants to protect against such risks;",54,388.7460022,513.9000244,30,2,15,Sample documents\2023-metlife-annual-report_web
(6) statutory life insurance reserve financing costs or limited market capacity;,54,418.7460022,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"(7) legal, regulatory, and supervisory and enforcement policy changes;",54,437.1950073,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"(8) changes in tax rates, tax laws or interpretations;",54,455.6440125,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
(9) litigation and regulatory investigations;,54,474.0929871,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"(10) unsuccessful efforts to meet all environmental, social, and governance standards or to enhance our sustainability;",54,492.5419922,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"(11) MetLife, Inc.’s inability to pay dividends and repurchase common stock;",54,510.9909973,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"(12) MetLife, Inc.’s subsidiaries’ inability to pay dividends to MetLife, Inc.;",54,529.4400024,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
"(13) investment defaults, downgrades, or volatility;",54,547.8889771,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
(14) investment sales or lending difficulties;,54,566.3380127,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
(15) collateral or derivative-related payments;,54,584.7869873,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
"(16) investment valuations, allowances, or impairments changes;",54,603.2360229,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
"(17) claims or other results that differ from our estimates, assumptions, or models;",54,621.6849976,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
"(18) global political, legal, or operational risks;",54,640.1339722,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
(19) business competition;,54,658.5830078,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
(20) technological changes;,54,677.0319824,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
(21) catastrophes;,54,695.4810181,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
(22) climate changes or responses to it;,54,713.9299927,532.75,18.44897461,1,18.44897461,Sample documents\2023-metlife-annual-report_web
(23) deficiencies in our closed block;,54,29,532.75,11.49900055,1,11.49900055,Sample documents\2023-metlife-annual-report_web
"(24) goodwill or other asset impairment, or deferred income tax asset allowance;",54,40.49900055,532.75,18.4489975,1,18.4489975,Sample documents\2023-metlife-annual-report_web
"(25) impairment of value of business acquired, value of distribution agreements acquired or value of customer relationships acquired;",54,58.94800186,513.7999878,29.99999619,2,14.99999809,Sample documents\2023-metlife-annual-report_web
"(26) product guarantee volatility, costs, and counterparty risks;",54,88.94799805,532.75,18.4489975,1,18.4489975,Sample documents\2023-metlife-annual-report_web
(27) risk management failures;,54,107.3970032,532.75,18.4489975,1,18.4489975,Sample documents\2023-metlife-annual-report_web
(28) insufficient protection from operational risks;,54,125.8460007,532.75,18.4489975,1,18.4489975,Sample documents\2023-metlife-annual-report_web
(29) failure to protect confidentiality and integrity of data or other cybersecurity or disaster recovery failures;,54,144.2949982,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
(30) accounting standards changes;,54,162.7440033,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
(31) excessive risk-taking;,54,181.1929932,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
(32) marketing and distribution difficulties;,54,199.6419983,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
(33) pension and other postretirement benefit assumption changes;,54,218.0910034,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
(34) inability to protect our intellectual property or avoid infringement claims;,54,236.5399933,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"(35) acquisition, integration, growth, disposition, or reorganization difficulties;",54,254.9889984,532.75,18.44898987,1,18.44898987,Sample documents\2023-metlife-annual-report_web
"(36) Brighthouse Financial, Inc. separation risks;",54,273.4379883,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"(37) MetLife, Inc.’s Board of Directors influence over the outcome of stockholder votes through the voting provisions of the MetLife Policyholder Trust; and",54,291.8869934,513.9500122,30,2,15,Sample documents\2023-metlife-annual-report_web
(38) legal- and corporate governance-related effects on business combinations.,54,321.8869934,532.75,18.44900513,1,18.44900513,Sample documents\2023-metlife-annual-report_web
"MetLife, Inc. does not undertake any obligation to publicly correct or update any forward-looking statement if MetLife, Inc. later becomes aware that such statement is not likely to be achieved. Please consult any further disclosures MetLife, Inc. makes on related subjects in subsequent reports to the U.S. Securities and Exchange Commission.",54,340.3359985,516.4000244,44.95001221,3,14.9833374,Sample documents\2023-metlife-annual-report_web
Note Regarding Reliance on Statements in Our Contracts,183.4499969,385.2860107,403.2999878,18.19900513,1,18.19900513,Sample documents\2023-metlife-annual-report_web
See “Exhibit Index — Note Regarding Reliance on Statements in Our Contracts” for information regarding agreements included as exhibits to this Annual Report on Form 10-K.,54,403.4849854,516.3499756,33.15002441,2,16.57501221,Sample documents\2023-metlife-annual-report_web
Part I,293.3500061,29,293.3999939,441.5350037,2,220.7675018,Sample documents\2023-metlife-annual-report_web
Item 1. Business Index to Business,268.7999878,63.34899902,84.40002441,42,2,21,Sample documents\2023-metlife-annual-report_web
Page,517.1500244,105.348999,69.59997559,19.59899902,1,19.59899902,Sample documents\2023-metlife-annual-report_web
Business Overview & Strategy 5 Segments and Corporate & Other 6 Policyholder Liabilities 10 Underwriting and Pricing 11 Reinsurance Activity 12 Regulation 12 Competition 25 Human Capital Resources 26 Information About Our Executive Officers 27 Trademarks 28 Available Information 28,56.65000153,124.947998,483.7000427,164.4500122,11,14.95000111,Sample documents\2023-metlife-annual-report_web
Business Overview & Strategy,63,29,523.75,283.0480042,2,141.5240021,Sample documents\2023-metlife-annual-report_web
"As used in this Form 10-K, “MetLife,” the “Company,” “we,” “our” and “us” refer to MetLife, Inc., a Delaware corporation incorporated in 1999, its subsidiaries and affiliates.",63,52.09899902,511.7999878,33.15000153,2,16.57500076,Sample documents\2023-metlife-annual-report_web
"MetLife is one of the world’s leading financial services companies, providing insurance, annuities, employee benefits and asset management. We hold leading market positions in the United States (“U.S.”), Japan, Latin America, Asia, Europe and the Middle East. We are also one of the largest institutional investors in the U.S. with a general account portfolio invested primarily in fixed income securities (corporate, structured products, municipals, and government and agency) and mortgage loans, as well as real estate, real estate joint ventures, other limited partnerships and equity securities.",63,85.24900055,511.9500122,68.95000458,5,13.79000092,Sample documents\2023-metlife-annual-report_web
"Our well-recognized brand, globally diversified and market-leading businesses, competitive and innovative product offerings and financial strength and expertise should help drive future growth and enhance shareholder value. We will continue to execute on our Next Horizon strategy, creating value focusing on the following three pillars:",63,154.1990051,511.9000244,44.94999695,3,14.98333232,Sample documents\2023-metlife-annual-report_web
● Focus,82.90000153,355.9989929,503.8500061,21.99899292,1,21.99899292,Sample documents\2023-metlife-annual-report_web
– Generate strong free cash flow by deploying capital and resources to the highest value opportunities.,89.65000153,377.9979858,497.1000061,19.64898682,1,19.64898682,Sample documents\2023-metlife-annual-report_web
● Simplify,79.5,397.6470032,507.25,19.44900513,1,19.44900513,Sample documents\2023-metlife-annual-report_web
– Simplify our business to deliver operational efficiency and an outstanding customer experience.,89.65000153,417.0960083,497.1000061,19.64898682,1,19.64898682,Sample documents\2023-metlife-annual-report_web
● Differentiate,82.5,436.7449951,504.25,19.44900513,1,19.44900513,Sample documents\2023-metlife-annual-report_web
"– Drive competitive advantage through our brand, scale, talent, and innovation.",89.65000153,456.1940002,497.1000061,19.64898682,1,19.64898682,Sample documents\2023-metlife-annual-report_web
"In the fourth quarter of 2023, MetLife reorganized from five segments into the following six segments to reflect changes in management’s responsibilities: Group Benefits; Retirement and Income Solutions (“RIS”); Asia; Latin America; Europe, the Middle East and Africa (“EMEA”); and MetLife Holdings. The Group Benefits and RIS businesses were previously reported as the U.S. segment. In addition, the Company continues to report certain of its results of operations in Corporate & Other. See “— Segments and Corporate & Other” and Note 2 of the Notes to the Consolidated Financial Statements for further information on the Company’s segments and Corporate & Other.",63,475.8429871,511.9500122,85.6000061,6,14.26666768,Sample documents\2023-metlife-annual-report_web
MetLife,287.8500061,561.4429932,298.8999939,49.09802246,1,49.09802246,Sample documents\2023-metlife-annual-report_web
Group  Latin  MetLife Benefits RIS Asia America EMEA Holdings,103.5,610.5410156,436.7999878,69.79797363,2,34.89898682,Sample documents\2023-metlife-annual-report_web
Segments and Corporate & Other,54,29,532.75,685.2390137,2,342.6195068,Sample documents\2023-metlife-annual-report_web
"We offer a broad range of products and services aimed at serving the financial needs of our customers. We sell these products  to  corporations  and  other  institutions  (including  local,  state  and  federal  governments)  and  their  respective employees, as well as individuals.",54,63.34899902,516.4500122,45.15000153,3,15.05000051,Sample documents\2023-metlife-annual-report_web
Group Benefits,54,108.4990005,532.75,18.1989975,1,18.1989975,Sample documents\2023-metlife-annual-report_web
We have built a leading position in the U.S. group insurance market through long-standing relationships with many of the largest employers in the U.S.,54,126.697998,516.4500122,30.15000916,2,15.07500458,Sample documents\2023-metlife-annual-report_web
"Our Group Benefits segment, based in the U.S., offers life insurance, dental, group short- and long-term disability, individual disability, accidental death and dismemberment (“AD&D”) insurance, vision, and accident & health insurance, as well as prepaid legal plans and pet insurance. We also sell administrative services-only (“ASO”) arrangements to some employers.",54,156.8480072,516.4000244,53.94999695,4,13.48749924,Sample documents\2023-metlife-annual-report_web
"We distribute Group Benefits products and services through a sales force primarily comprised of MetLife employees that is  segmented  by  the  size  of  the  target  customer.  Account  executives  sell  either  directly  to  corporate  and  other  group customers or through an intermediary, such as a broker or consultant. Employers have been emphasizing voluntary products and, as a result, we have increased our focus on communicating and marketing to employees in order to further foster sales of those products.",54,210.7980042,513.25,65.94998169,5,13.18999634,Sample documents\2023-metlife-annual-report_web
"We have entered into several operating joint ventures and other arrangements with third parties to expand opportunities to market and distribute Group Benefits products and services. We also sell Group Benefits products and services through sponsoring  associations  and  affinity  groups  and  provide  life,  dental,  accident  &  health,  and  vision  coverage  to  certain employees of the U.S. Government. We have longstanding relationships with these employees and continue to cultivate and expand them through additional product offerings.",54,276.7479858,514.25,65.95001221,5,13.19000244,Sample documents\2023-metlife-annual-report_web
"Our Group Benefits segment quarterly claims experience may vary, as seasonal illnesses effect mortality and morbidity, and  due  to  utilization  rate  fluctuation  in  our  non-medical  health  businesses.  Annual  benefit  renewal  implementation, enrollment, and marketing costs normally elevate expenses for the Group Benefits segment in the fourth quarter.",54,342.697998,516.4000244,41.95001221,3,13.9833374,Sample documents\2023-metlife-annual-report_web
Major Products,56.65000153,384.6480103,530.0999756,25.04901123,1,25.04901123,Sample documents\2023-metlife-annual-report_web
Term Life Insurance A guaranteed benefit upon the death of the insured for a specified time period in return for the,56.65000153,409.696991,530.0999756,13.59899902,1,13.59899902,Sample documents\2023-metlife-annual-report_web
periodic payment of premiums. Premiums may be guaranteed at a level amount for the coverage period or may be non-level and non-guaranteed. Term contracts expire without value at the end of the coverage period when the insured party is still living.,163.8999939,423.29599,401.8500061,34.54699707,3,11.51566569,Sample documents\2023-metlife-annual-report_web
Variable Life Insurance Insurance  coverage  through  a  contract  that  gives  the  policyholder  flexibility  in  investment,56.65000153,457.8429871,530.0999756,14.64898682,1,14.64898682,Sample documents\2023-metlife-annual-report_web
"choices and, depending on the product, in premium payments and coverage amounts, with certain guarantees. Premiums and account balances can be directed by the policyholder into a variety of separate  account  investment  options  or  directed  to  the  Company’s  general  account.  In  the separate account investment options, the policyholder bears the entire risk of the investment results. With some products, by maintaining certain premium level, policyholders may have the advantage  of  various  guarantees  that  may  protect  the  death  benefit  from  adverse  investment experience.",163.8999939,472.4920044,403.8999939,69.04400635,6,11.50733439,Sample documents\2023-metlife-annual-report_web
"Universal Life Insurance Insurance coverage on the same basis as variable life, except that premiums, and the resulting",56.65000153,541.5360107,530.0999756,13.64898682,1,13.64898682,Sample documents\2023-metlife-annual-report_web
"accumulated balances, are allocated only to the Company’s general account. With some products, by  maintaining  a  certain  premium  level,  policyholders  may  have  the  advantage  of  various guarantees that may protect the death benefit from adverse investment experience.",163.8999939,555.1849976,403.3500061,34.54699707,3,11.51566569,Sample documents\2023-metlife-annual-report_web
"Dental  Insurance and ASO arrangements that assist employees, retirees and their families in maintaining",56.65000153,589.7319946,530.0999756,18.39898682,1,18.39898682,Sample documents\2023-metlife-annual-report_web
oral health while reducing out-of-pocket expenses.,163.8999939,608.1309814,422.8500061,11.54901123,1,11.54901123,Sample documents\2023-metlife-annual-report_web
Disability  Insurance  and  ASO  arrangements  for  groups  and  individuals  to  provide  benefits  for  income,56.65000153,619.6799927,530.0999756,18.14898682,1,18.14898682,Sample documents\2023-metlife-annual-report_web
"replacement, payment of business overhead expenses or mortgage protection, in the event of the disability of the insured.",163.8999939,637.8289795,403.8500061,23.04803467,2,11.52401733,Sample documents\2023-metlife-annual-report_web
"Accident & Health  Accident, critical illness or hospital indemnity coverage to the insured. Insurance",56.65000153,660.8770142,399.8500061,27.09802246,2,13.54901123,Sample documents\2023-metlife-annual-report_web
"Vision  Insurance,  ASO  arrangements,  and  managed  eye  health  and  vision  care  solutions  to  assist",56.65000153,687.9749756,530.0999756,15.09899902,1,15.09899902,Sample documents\2023-metlife-annual-report_web
"employees, retirees and their families in maintaining vision health while reducing out-of-pocket expenses. Offered to commercial groups, individuals, health plans and government sponsored programs  through  a  nationwide  provider  network,  retail  optical  chains  and  online  eyewear providers.",163.8999939,40.49900055,403.8999939,674.1239624,4,168.5309906,Sample documents\2023-metlife-annual-report_web
Retirement and Income Solutions,54,51.9980011,532.75,34.34899902,1,34.34899902,Sample documents\2023-metlife-annual-report_web
"Our RIS segment, based in the U.S., provides funding and financing solutions that help institutional customers mitigate and manage liabilities primarily associated with their employee benefit programs using a spectrum of life and annuity-based insurance and investment products.",54,86.34700012,516.3499756,42.15000916,3,14.05000305,Sample documents\2023-metlife-annual-report_web
"We distribute RIS products and services through dedicated sales teams and relationship managers primarily comprised of MetLife employees. We may sell products directly to benefit plan sponsors and advisors or through brokers, consultants or other intermediaries. In addition, these sales professionals work with individual, group and global distribution areas to better reach and service customers, brokers, consultants and other intermediaries.",54,128.496994,516.4500122,53.95001221,4,13.48750305,Sample documents\2023-metlife-annual-report_web
Major Products,56.65000153,182.4470062,530.0999756,25.04899597,1,25.04899597,Sample documents\2023-metlife-annual-report_web
Stable Value  • General account guaranteed interest contracts (“GICs”) are designed to provide stable value Products investment  options  within  tax-qualified  defined  contribution  plans  by  offering  a  fixed,56.65000153,207.4960022,511.1499939,25.09799194,2,12.54899597,Sample documents\2023-metlife-annual-report_web
maturity  investment  with  a  guarantee  of  liquidity  at  contract  value  for  participant transactions.,184.8999939,232.5939941,382.8999939,23.04800415,2,11.52400208,Sample documents\2023-metlife-annual-report_web
• Separate  account  GICs  are  available  to  defined  contribution  plan  sponsors  by  offering market value returns on separate account investments with a general account guarantee that plan participants will always be able to transact in their accounts at contract value.,175.8999939,255.6419983,391.9499817,43.39700317,3,14.46566772,Sample documents\2023-metlife-annual-report_web
"• Synthetic GICs or “wraps” are contracts available only to the sponsor of a participant- directed defined contribution plan. The contract “wraps” a portfolio of investments owned by the plan to provide a guarantee that plan participants will always be able to transact in their accounts at contract value. Generally, a wrap contract means that participants will not experience negative returns.",175.8999939,299.0390015,391.8500061,66.49499512,5,13.29899902,Sample documents\2023-metlife-annual-report_web
"• Private  floating  rate  funding  agreements  are  generally  privately-placed,  unregistered investment contracts issued as general account obligations with interest credited based on a specified rate or agreed upon short-term benchmark rate. These agreements are used for money market funds, securities lending cash collateral portfolios and short-term investment funds.",175.8999939,365.5339966,391.8999939,54.94598389,4,13.73649597,Sample documents\2023-metlife-annual-report_web
Annuities Pension Risk  General  account  and  separate  account  annuities  are  offered  in  connection  with  defined Transfers benefit  pension  plans  which  include  single  premium  buyouts  allowing  for  full  or  partial,56.65000153,420.480011,511.1499939,25.14797974,2,12.57398987,Sample documents\2023-metlife-annual-report_web
transfers of pension liabilities.,175.8999939,445.6279907,410.8500061,22.04901123,1,22.04901123,Sample documents\2023-metlife-annual-report_web
• General account annuities include non-participating group contract benefits purchased for retired or active employees covered under terminating or ongoing pension plans.,175.8999939,467.677002,391.8999939,22.99798584,2,11.49899292,Sample documents\2023-metlife-annual-report_web
"• Separate account annuities include both participating and non-participating group contract benefits.  Participating  contract  benefits  are  purchased  for  retired,  terminated,  or  active employees covered under active or terminated pension plans. The assets supporting the guaranteed benefits for each contract are held in a separate account, however, the Company fully guarantees all benefit payments. Non-participating contracts have economic features similar  to  our  general  account  product,  but  offer  the  added  protection  of  an  insulated separate account. Under accounting principles generally accepted in the United States of America (“GAAP”), these annuity contracts are treated as general account products.",175.8999939,490.6749878,391.8999939,108.4420166,8,13.55525208,Sample documents\2023-metlife-annual-report_web
Institutional Income Annuities,115.9000015,599.1170044,61.29999542,34.54699707,3,11.51566569,Sample documents\2023-metlife-annual-report_web
Structured Settlements,115.9000015,633.6640015,55.45000458,36.84802246,2,18.42401123,Sample documents\2023-metlife-annual-report_web
